"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","District"
"951",1981-01-22,"Thu","arson","PIRA","Protestants",NA,"shoot dead 2 officials & burn their house","UK/Northern Ireland","Tynan","Irish unity","16/01/1981",NA,10,0,0,0,"Y",2,0,2,102701,"Reuters","22/01/1981",NA,"Armagh"
"952",1981-01-22,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"953",1981-01-23,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"954",1981-01-23,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"955",1981-01-24,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"956",1981-01-24,"Sat","attack","PIRA","government","UK troops","2 gunmen shoot soldier in the head","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","24/01/1981",NA,"Belfast"
"957",1981-01-24,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"958",1981-01-25,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"959",1981-01-25,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"960",1981-01-26,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"961",1981-01-26,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"962",1981-01-27,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"963",1981-01-27,"Tue","bomb-nd","PIRA","government",NA,"5 bombs in different towns; 13 people injured","UK/Northern Ireland","Northern Ireland","Irish unity",NA,NA,15,0,0,0,"Y",0,0,0,102701,"Christian Science Monitor","28/12/1981",NA,"Other"
"964",1981-01-27,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"965",1981-01-28,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"966",1981-01-28,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"967",1981-01-29,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"968",1981-01-29,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"969",1981-01-30,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"970",1981-01-30,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"971",1981-01-31,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"972",1981-01-31,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"973",1981-02-01,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"974",1981-02-01,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"975",1981-02-02,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"976",1981-02-02,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"977",1981-02-03,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"978",1981-02-03,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"979",1981-02-04,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"980",1981-02-04,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"981",1981-02-05,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","05/02/1981",NA,"Belfast"
"982",1981-02-05,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"983",1981-02-06,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","06/02/1981",NA,"Belfast"
"984",1981-02-06,"Fri","demonstration","Loyalists","government",NA,"Ian Paisley leads paramilitary group against Thatcher turning Ulster to Ireland","UK/Northern Ireland","Antrim","British unity",NA,"23:00",500,0,0,0,"N",0,0,0,350000,"Reuters","06/02/1981",NA,"Antrim"
"985",1981-02-06,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"986",1981-02-07,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Economist","07/02/1981",NA,"Belfast"
"987",1981-02-07,"Sat","bomb-nd","PIRA","firm","ship","gunmen put crew in life rafts, then blow up ship","UK/Northern Ireland","Lough Foyle","Irish unity",NA,NA,7,0,0,0,"Y",0,0,0,102701,"Reuters","07/02/1981",NA,"Derry"
"988",1981-02-07,"Sat","assassination","INLA","government","police","gunmen shoot dead part-time policeman","UK/Northern Ireland","Belfast","Irish unity",NA,"18:00",2,0,0,0,"Y",1,0,1,102701,"Reuters","08/02/1981",NA,"Belfast"
"989",1981-02-07,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"990",1981-02-08,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Christian Science Monitor","09/02/1981",NA,"Belfast"
"991",1981-02-08,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"992",1981-02-09,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Christian Science Monitor","09/02/1981",NA,"Belfast"
"993",1981-02-09,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"994",1981-02-10,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"995",1981-02-10,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"996",1981-02-11,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"997",1981-02-11,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"998",1981-02-12,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"999",1981-02-12,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1000",1981-02-13,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1001",1981-02-13,"Fri","demonstration","DUP","government",NA,"Ian Paisley leads paramilitary group against Thatcher turning Ulster to Ireland","UK/Northern Ireland","Armagh","British unity",NA,"19:00",3000,0,0,0,"N",0,0,0,350000,"Reuters","13/02/1981",NA,"Armagh"
"1002",1981-02-13,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1003",1981-02-14,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1004",1981-02-14,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1005",1981-02-15,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1006",1981-02-15,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1007",1981-02-16,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1008",1981-02-16,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1009",1981-02-17,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1010",1981-02-17,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1011",1981-02-18,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1012",1981-02-18,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1013",1981-02-19,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1014",1981-02-19,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1015",1981-02-20,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1016",1981-02-20,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1017",1981-02-21,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1018",1981-02-21,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1019",1981-02-22,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1020",1981-02-22,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1021",1981-02-23,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1022",1981-02-23,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1023",1981-02-24,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1024",1981-02-24,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1025",1981-02-25,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1026",1981-02-25,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1027",1981-02-26,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1028",1981-02-26,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1029",1981-02-27,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","27/02/1981",NA,"Belfast"
"1030",1981-02-27,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1031",1981-02-28,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","02/03/1981",NA,"Belfast"
"1032",1981-02-28,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1033",1981-03-01,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","02/03/1981",NA,"Belfast"
"1034",1981-03-01,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1035",1981-03-01,"Sun","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Belfast"
"1036",1981-03-01,"Sun","demonstration","Sinn Fein","government",NA,"march in support of Sands's hunger strike","UK/Northern Ireland","Belfast","Irish unity",NA,NA,4000,0,0,0,"N",0,0,0,102701,"Economist","07/03/1981",NA,"Belfast"
"1037",1981-03-02,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,419,0,0,0,"Y",301,0,0,102701,"Reuters","02/03/1981",NA,"Belfast"
"1038",1981-03-02,"Mon","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Belfast"
"1039",1981-03-02,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"1040",1981-03-03,"Tue","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Economist","07/03/1981",NA,"Belfast"
"1041",1981-03-04,"Wed","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Economist","07/03/1981",NA,"Belfast"
"1042",1981-03-05,"Thu","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Economist","07/03/1981",NA,"Belfast"
"1043",1981-03-06,"Fri","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Economist","07/03/1981",NA,"Belfast"
"1044",1981-03-07,"Sat","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Economist","07/03/1981",NA,"Belfast"
"1045",1981-03-08,"Sun","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1046",1981-03-09,"Mon","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1047",1981-03-10,"Tue","strike","customs officials","government",NA,"strike for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Reuters","10/03/1981",NA,"Other"
"1048",1981-03-10,"Tue","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1049",1981-03-11,"Wed","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1050",1981-03-12,"Thu","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1051",1981-03-13,"Fri","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1052",1981-03-14,"Sat","hunger strike","PIRA","government","prison","hunger strike by Bobby Sands for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,1,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1053",1981-03-15,"Sun","hunger strike","PIRA","government","prison","Frank Hughes joins Bobby Sands on hunger strike","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,2,0,0,0,"N",301,0,0,102701,"Reuters","15/03/1981",NA,"Belfast"
"1054",1981-03-16,"Mon","hunger strike","PIRA","government","prison","2 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,2,0,0,0,"N",301,0,0,102701,"Reuters","18/03/1981",NA,"Belfast"
"1055",1981-03-17,"Tue","hunger strike","PIRA","government","prison","2 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,2,0,0,0,"N",301,0,0,102701,"Reuters","18/03/1981",NA,"Belfast"
"1056",1981-03-18,"Wed","hunger strike","PIRA","government","prison","4 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,4,0,0,0,"N",301,0,0,102701,"Reuters","18/03/1981",NA,"Belfast"
"1057",1981-03-19,"Thu","hunger strike","PIRA","government","prison","4 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,4,0,0,0,"N",301,0,0,102701,"Reuters","21/03/1981",NA,"Belfast"
"1058",1981-03-20,"Fri","hunger strike","PIRA","government","prison","4 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,4,0,0,0,"N",301,0,0,102701,"Reuters","21/03/1981",NA,"Belfast"
"1059",1981-03-21,"Sat","hunger strike","PIRA","government","prison","4 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,4,0,0,0,"N",301,0,0,102701,"Reuters","21/03/1981",NA,"Belfast"
"1060",1981-03-22,"Sun","hunger strike","PIRA","government","prison","6 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,6,0,0,0,"N",301,0,0,102701,"Reuters","22/03/1981",NA,"Belfast"
"1061",1981-03-23,"Mon","hunger strike","PIRA","government","prison","6 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,6,0,0,0,"N",301,0,0,102701,"Reuters","25/03/1981",NA,"Belfast"
"1062",1981-03-24,"Tue","hunger strike","PIRA","government","prison","6 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,6,0,0,0,"N",301,0,0,102701,"Reuters","25/03/1981",NA,"Belfast"
"1063",1981-03-25,"Wed","hunger strike","PIRA","government","prison","6 on hunger strike for political status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,6,0,0,0,"N",301,0,0,102701,"Reuters","25/03/1981",NA,"Belfast"
