"","Date","Day","Action","Protester","State/target","Agent","Event","Country","Location","Issue","Link date","Time","# Protesters","Arrests","Injuries...15","Deaths","Prop. Damage","# State","Injuries...19","State killed","OSD","Source","Story date","No event found"
"1428","28/02/1983","Mon","accede","mill workers","government",NA,"Ranks workers are freed","Ireland","Dublin","accede","25/02/1983",NA,0,0,0,0,"N",0,0,0,678827,"Irish Times","01/03/1983",NA
"1429","28/02/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1430","01/03/1983","Tue","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA
"1431","01/03/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1432","01/03/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1433","02/03/1983","Wed","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","04/03/1983",NA
"1434","02/03/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1435","02/03/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1436","03/03/1983","Thu","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","04/03/1983",NA
"1437","03/03/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1438","04/03/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1439","04/03/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1440","05/03/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1441","05/03/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1442","06/03/1983","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"1443","07/03/1983","Mon","strike","journalists","firm","Longford Leader","protest firing of photographer","Ireland","Longford","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Independent","08/03/1983",NA
"1444","07/03/1983","Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1445","07/03/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1446","08/03/1983","Tue","strike","journalists","firm","Longford Leader","protest firing of photographer","Ireland","Longford","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Independent","09/03/1983",NA
"1447","08/03/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1448","08/03/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1449","09/03/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1450","09/03/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1451","10/03/1983","Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1452","10/03/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1453","11/03/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1454","11/03/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1455","12/03/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1456","12/03/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1457","13/03/1983","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"1458","14/03/1983","Mon","demonstration","farmers","firm","Dunnes Stores","claim Dunnes sell potatoes below farm cost","Ireland","Cork","farm prices",NA,NA,20,0,0,0,"N",0,0,0,153000,"Irish Times","15/03/1983",NA
"1459","14/03/1983","Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1460","14/03/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1461","15/03/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1462","15/03/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1463","16/03/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1464","16/03/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1465","17/03/1983","Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1466","17/03/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1467","18/03/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1468","18/03/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1469","19/03/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1470","19/03/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1471","20/03/1983","Sun","strike","airline workers","firm","Air Lingus","walk out in support of suspended colleagues","Ireland","Dublin","worker rights",NA,NA,40,0,0,0,"N",0,0,0,678827,"Irish Times","21/03/1983",NA
"1472","21/03/1983","Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1473","21/03/1983","Mon","strike","airline workers","firm","Air Lingus","walk out in support of suspended colleagues","Ireland","Dublin","worker rights",NA,NA,40,0,0,0,"N",0,0,0,678827,"Irish Independent","22/03/1983",NA
"1474","21/03/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1475","22/03/1983","Tue","demonstration","auto repair workers","government",NA,"demand lower VAT tax","Ireland","Dublin","tax protest",NA,NA,301,0,0,0,"N",0,0,0,678827,"Economist","26/03/1983",NA
"1476","22/03/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1477","22/03/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1478","23/03/1983","Wed","boycott","glass workers","government",NA,"Waterford Glass workers withhold taxes to protest regressive system","Ireland","Waterford","tax protest",NA,NA,2000,0,0,0,"N",0,0,0,678827,"Irish Independent","24/03/1983",NA
"1479","23/03/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1480","23/03/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1481","24/03/1983","Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1482","24/03/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1483","25/03/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1484","25/03/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1485","26/03/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA
"1486","26/03/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1487","27/03/1983","Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1488","28/03/1983","Mon","strike","bus drivers","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Times","29/03/1983",NA
"1489","28/03/1983","Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1490","28/03/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1491","29/03/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1492","29/03/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1493","30/03/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1494","30/03/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1495","31/03/1983","Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1496","31/03/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1497","01/04/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1498","01/04/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1499","02/04/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1500","02/04/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1501","03/04/1983","Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1502","04/04/1983","Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1503","04/04/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1504","05/04/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1505","05/04/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1506","06/04/1983","Wed","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Irish Independent","07/04/1983",NA
"1507","06/04/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1508","06/04/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1509","07/04/1983","Thu","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","11/04/1983",NA
"1510","07/04/1983","Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1511","07/04/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1512","08/04/1983","Fri","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","11/04/1983",NA
"1513","08/04/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1514","08/04/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1515","09/04/1983","Sat","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","11/04/1983",NA
"1516","09/04/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1517","09/04/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1518","10/04/1983","Sun","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","11/04/1983",NA
"1519","10/04/1983","Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1520","10/04/1983","Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"1521","11/04/1983","Mon","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","11/04/1983",NA
"1522","11/04/1983","Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1523","11/04/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1524","12/04/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1525","12/04/1983","Tue","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1526","12/04/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1527","13/04/1983","Wed","demonstration","workers","government",NA,"protest increased employee taxes","Ireland","Dublin","taxes",NA,NA,25000,0,0,0,"N",0,0,0,678827,"Reuters","13/04/1983",NA
"1528","13/04/1983","Wed","demonstration","workers","government",NA,"protest increased employee taxes","Ireland","Ireland","taxes",NA,NA,50001,0,0,0,"N",0,0,0,678827,"Reuters","13/04/1983",NA
"1529","13/04/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1530","13/04/1983","Wed","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1531","13/04/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1532","14/04/1983","Thu","strike","bakers","firm","Irish Biscuits","protest sacking of 100 workers","Ireland","Tallaght","worker rights",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","15/04/1983",NA
"1533","14/04/1983","Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1534","14/04/1983","Thu","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1535","14/04/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1536","15/04/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1537","15/04/1983","Fri","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1538","15/04/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1539","16/04/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1540","16/04/1983","Sat","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1541","16/04/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1542","17/04/1983","Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1543","18/04/1983","Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event"
"1544","18/04/1983","Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1545","18/04/1983","Mon","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1546","19/04/1983","Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1547","19/04/1983","Tue","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1548","19/04/1983","Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1549","20/04/1983","Wed","rally","glass workers","firm","Waterford Glass","union rally in support of workers","Ireland","Waterford","worker rights",NA,NA,10000,0,0,0,"N",0,0,0,678827,"Irish Times","20/04/1983",NA
"1550","20/04/1983","Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA
"1551","20/04/1983","Wed","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1552","20/04/1983","Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1553","21/04/1983","Thu","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1554","21/04/1983","Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1555","21/04/1983","Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","04/06/1983",NA
"1556","22/04/1983","Fri","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1557","22/04/1983","Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1558","22/04/1983","Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","04/06/1983",NA
"1559","23/04/1983","Sat","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1560","23/04/1983","Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
"1561","23/04/1983","Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","04/06/1983",NA
"1562","24/04/1983","Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","04/06/1983",NA
"1563","25/04/1983","Mon","strike","dock workers","firm","Dublin Port","protest shorter working hours","Ireland","Dublin","working hours",NA,NA,360,0,0,0,"N",0,0,0,678827,"Reuters","04/05/1983",NA
"1564","25/04/1983","Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA
