"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","District"
"317",1983-02-11,"Fri","arrest","mill workers","government","police","arrest 3 occupiers for defying court order","Ireland","Dublin","court order",NA,NA,3,3,0,0,"N",8,0,0,678827,"Irish Independent","12/02/1983",NA,"TBD"
"318",1983-02-16,"Wed","trial","UVF","government","court","UVF fighters on trial for murder","UK/Northern Ireland","Belfast","terror",NA,NA,16,16,0,0,"N",0,0,0,350000,"Reuters","16/02/1983",NA,"Belfast"
"319",1983-02-20,"Sun","assassination","PIRA","government","police","shoot dead a policeman","UK/Northern Ireland","Warrenpoint","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","20/02/1983",NA,"Down"
"320",1983-02-20,"Sun","attack","PIRA","government","police","hurl a hand grenade at police station","UK/Northern Ireland","Warrenpoint","Irish unity",NA,NA,2,0,0,0,"Y",8,0,0,102701,"Reuters","20/02/1983",NA,"Down"
"321",1983-02-22,"Tue","assassination","PIRA","government","police","attack & wound 2 police reservists","UK/Northern Ireland","County Tyrone","Irish unity",NA,NA,2,0,0,0,"Y",2,2,0,102701,"Reuters","22/02/1983",NA,"Omagh"
"322",1983-02-22,"Tue","bomb-wd","PIRA","government","police","policeman killed by bomb at restaurant","UK/Northern Ireland","Armagh","Irish unity",NA,NA,3,0,0,0,"Y",1,0,1,102701,"Reuters","22/02/1983",NA,"Armagh"
"323",1983-02-25,"Fri","assassination","PIRA","government","UDR","shoot dead an engineer & part-time UDR","UK/Northern Ireland","County Tyrone","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","25/02/1983",NA,"Omagh"
"324",1983-03-02,"Wed","assassination","PIRA","government","police","shoot dead a policeman","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",1,0,1,102701,"Reuters","02/03/1983",NA,"Belfast"
"325",1983-03-09,"Wed","attack","PIRA","government","UDR","2 UDR officers shot in car","UK/Northern Ireland","Casstlewellan","Irish unity",NA,NA,3,0,0,0,"Y",2,2,0,102701,"Reuters","09/03/1983",NA,"Down"
"326",1983-03-15,"Tue","assassination","PIRA","government","police","kill part-time policeman in his bread truck","UK/Northern Ireland","Newry","Irish unity",NA,NA,3,0,0,0,"Y",1,0,1,102701,"Reuters","15/03/1983",NA,"Newry & Mourne"
"327",1983-04-11,"Mon","trial","UVF","government","court","14 convicted of murder","UK/Northern Ireland","Belfast","terror",NA,NA,14,14,0,0,"N",0,0,0,350000,"Reuters","11/04/1983",NA,"Belfast"
"328",1983-04-13,"Wed","assassination","PIRA","government","UK troops","shoot soldier dead","UK/Northern Ireland","Keady","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","13/04/1983",NA,"Armagh"
"329",1983-04-23,"Sat","riot","Sinn Fein","government","police","20 gasoline bombs hurled at police","UK/Northern Ireland","Derry","Irish unity",NA,NA,80,0,0,0,"Y",101,0,0,102701,"Reuters","23/04/1983",NA,"Derry"
"330",1983-04-23,"Sat","repression","Catholic","government","UK troops","soldier shoots man at bus stop 3 times","UK/Northern Ireland","Newry","repression",NA,NA,1,0,1,0,"Y",1,0,0,102701,"Reuters","23/04/1983",NA,"Newry & Mourne"
"331",1983-04-29,"Fri","riot","Sinn Fein","government","police","100 gasoline bombs; police fire 37 plastic bullets","UK/Northern Ireland","Derry","Irish unity",NA,"20:30",101,0,0,0,"Y",101,4,0,102701,"Reuters","30/04/1983",NA,"Derry"
"332",1983-05-03,"Tue","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"333",1983-05-04,"Wed","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"334",1983-05-05,"Thu","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"335",1983-05-05,"Thu","riot","Sinn Fein","government","police","100 gasoline bombs; police fire plastic bullets","UK/Northern Ireland","Derry","Sands's death","05/05/1981",NA,101,1,0,0,"Y",101,0,0,102701,"Reuters","05/05/1983",NA,"Derry"
"336",1983-05-05,"Thu","bomb-nd","PIRA","government","UDR","UDR member injured by car bomb","UK/Northern Ireland","Enniskillen","Sands's death","05/05/1981",NA,3,0,0,0,"Y",1,1,0,102701,"Reuters","05/05/1983",NA,"Fermanagh"
"337",1983-05-05,"Thu","demonstration","Sinn Fein","government","police","throw 3 gasoline bombs at police","UK/Northern Ireland","Belfast","Sands's death","05/05/1981",NA,31,0,0,0,"Y",101,0,0,102701,"Reuters","05/05/1983",NA,"Belfast"
"338",1983-05-06,"Fri","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"339",1983-05-08,"Sun","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"340",1983-05-09,"Mon","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"341",1983-05-10,"Tue","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"342",1983-05-11,"Wed","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"343",1983-05-11,"Wed","assassination","PIRA","government","UK troops","kill soldier's wife, would soldier & sister-in-law","UK/Northern Ireland","Derry","Irish unity",NA,NA,2,0,0,0,"Y",3,2,1,102701,"Reuters","11/05/1983",NA,"Derry"
"344",1983-05-12,"Thu","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"345",1983-05-12,"Thu","attack","PIRA","government","UK troops","shoot at helicopter; wound soldier","UK/Northern Ireland","Crossmaglen","Irish unity",NA,NA,8,0,0,0,"Y",8,1,0,102701,"Reuters","12/05/1983",NA,"Newry & Mourne"
"346",1983-05-13,"Fri","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"347",1983-05-13,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"348",1983-05-14,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"349",1983-05-15,"Sun","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"350",1983-05-15,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"351",1983-05-16,"Mon","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"352",1983-05-16,"Mon","assassination","PIRA","government","police","shoot dead a policeman","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","16/05/1983",NA,"Belfast"
"353",1983-05-16,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"354",1983-05-17,"Tue","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"355",1983-05-17,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"356",1983-05-18,"Wed","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"357",1983-05-18,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"358",1983-05-19,"Thu","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"359",1983-05-19,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"360",1983-05-20,"Fri","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"361",1983-05-20,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"362",1983-05-21,"Sat","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"363",1983-05-21,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"364",1983-05-22,"Sun","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"365",1983-05-22,"Sun","riot","Sinn Fein","government","police","500 gasoline bombs hurled at police","UK/Northern Ireland","Derry","Irish unity",NA,"1:00-3:00",201,0,0,0,"Y",301,2,0,102701,"Reuters","22/05/1983",NA,"Derry"
"366",1983-05-22,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"367",1983-05-23,"Mon","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"368",1983-05-23,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"369",1983-05-24,"Tue","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"370",1983-05-24,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"371",1983-05-25,"Wed","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"372",1983-05-25,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"373",1983-05-26,"Thu","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"374",1983-05-26,"Thu","assassination","PIRA","government","police","shoot dead a policeman","UK/Northern Ireland","Cookstown","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","26/05/1983",NA,"Cookstown"
"375",1983-05-26,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"376",1983-05-27,"Fri","hunger strike","INLA prisoner","government","court","demands his release","Ireland","Dublin","release",NA,NA,1,0,0,0,"N",0,0,0,7424,"Reuters","27/05/1983",NA,"TBD"
"377",1983-05-27,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"378",1983-05-28,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"379",1983-05-29,"Sun","riot","Sinn Fein","government","police","350 gasoline bombs exchanged with plastic bullets","UK/Northern Ireland","Derry","Irish unity",NA,"1:00-3:00",101,0,0,0,"Y",101,0,0,102701,"Reuters","29/05/1983",NA,"Derry"
"380",1983-05-29,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"381",1983-05-30,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"382",1983-05-31,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"383",1983-06-01,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"384",1983-06-02,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"385",1983-06-03,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","03/06/1983",NA,"Belfast"
"386",1983-06-04,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"387",1983-06-05,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"388",1983-06-06,"Mon","accede","dock workers","firm","Dublin Port","port offers lump sum, 77 lay-offs; union agrees","Ireland","Dublin","accede",NA,NA,360,0,0,0,"N",0,0,0,678827,"Irish Times","07/06/1983",NA,"TBD"
"389",1983-06-06,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"390",1983-06-07,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"391",1983-06-08,"Wed","trial","UK soldier","government","court","soldier guilty of aiding INLA to blow up radar station","Ireland","Dublin","terror","18/09/1982",NA,1,1,0,0,"N",0,0,0,7424,"Reuters","08/06/1983",NA,"TBD"
"392",1983-06-08,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"393",1983-06-09,"Thu","bomb-nd","PIRA","government","police","hijack gasoline truck & blow it up at police/army station","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","09/06/1983",NA,"Belfast"
"394",1983-06-09,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"395",1983-06-10,"Fri","bomb-wd","PIRA","government","UK troops","bomb kills UK soldier","UK/Northern Ireland","Ballymurphy","Irish unity",NA,NA,3,0,0,0,"Y",1,0,1,102701,"Reuters","10/06/1983",NA,"Belfast"
"396",1983-06-10,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"397",1983-06-11,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"398",1983-06-12,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"399",1983-06-13,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"400",1983-06-14,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"401",1983-06-15,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"402",1983-06-16,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"403",1983-06-17,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"404",1983-06-18,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"405",1983-06-19,"Sun","raid","PIRA","government","police","police intercept van full of explosives","UK/Northern Ireland","Ballymena","terror",NA,NA,2,2,0,0,"N",8,0,0,102701,"Reuters","19/06/1983",NA,"Ballymena"
"406",1983-06-19,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"407",1983-06-20,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"408",1983-06-21,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"409",1983-06-22,"Wed","attack","PIRA","government","UK troops","2 sites of mortar attacks on UK fort","UK/Northern Ireland","Crossmaglen","Irish unity",NA,NA,12,0,0,0,"Y",301,0,0,102701,"Reuters","22/06/1983",NA,"Newry & Mourne"
"410",1983-06-22,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"411",1983-06-23,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"412",1983-06-24,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"413",1983-06-25,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"414",1983-06-26,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"415",1983-06-27,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"416",1983-06-28,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"417",1983-06-29,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"418",1983-06-30,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"419",1983-07-01,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"420",1983-07-02,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"421",1983-07-03,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"422",1983-07-04,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"423",1983-07-05,"Tue","demonstration","human rights activists","U.S.","embassy","protest U.S. action in Central America","Ireland","Dublin","human rights",NA,"19:00",301,0,0,0,"N",101,0,0,30001,"Xinhau","06/07/1983",NA,"TBD"
"424",1983-07-05,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"425",1983-07-06,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"426",1983-07-07,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"427",1983-07-08,"Fri","riot","Sinn Fein","government","police","tobacco store set on fire during clash","UK/Northern Ireland","Derry","Irish unity",NA,NA,101,0,0,0,"Y",101,0,0,102701,"Reuters","09/07/1983",NA,"Derry"
"428",1983-07-08,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"429",1983-07-09,"Sat","bomb-nd","PIRA","government","UDR","bomb meant for UDR member injures his sister","UK/Northern Ireland","Tullylagan","Irish unity",NA,NA,3,0,0,0,"Y",1,1,0,102701,"Reuters","09/07/1983",NA,"Cookstown"
"430",1983-07-09,"Sat","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"431",1983-07-10,"Sun","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"432",1983-07-11,"Mon","riot","Protestants","Catholics","police","after march, fire bombs at Catholic homes","UK/Northern Ireland","Ballynahinch","British unity","1690","5 hours",401,0,0,0,"Y",101,20,0,350000,"Reuters","12/07/1983",NA,"Down"
"433",1983-07-11,"Mon","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"434",1983-07-12,"Tue","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"435",1983-07-13,"Wed","bomb-wd","PIRA","government","UK troops","230 KG bomb kills 4 soldiers in Jeeps","UK/Northern Ireland","Ballygawley","Irish unity",NA,NA,3,0,0,0,"Y",20,0,4,102701,"Reuters","13/07/1983",NA,"Dungannon"
"436",1983-07-13,"Wed","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"437",1983-07-14,"Thu","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"438",1983-07-15,"Fri","hostage-nd","INLA","government","police","kidnap wife of defector & informer","UK/Northern Ireland","Belfast","anti-informer",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","17/08/1983",NA,"Belfast"
"439",1983-07-16,"Sat","assassination","PIRA","government","police","shoot dead a traffic policeman in the street","UK/Northern Ireland","Castlewellan","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","16/07/1983",NA,"Down"
