"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"1373",1983-02-05,"Sat","occupation","paper workers","firm","Clondarkin Paper Mills","demand to be rehired","Ireland","Dublin","unemployment",NA,NA,90,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1983",NA,"05/02/1983","TBD"
"1374",1983-02-05,"Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"05/02/1983","TBD"
"1375",1983-02-05,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"05/02/1983","TBD"
"1376",1983-02-06,"Sun","occupation","paper workers","firm","Clondarkin Paper Mills","demand to be rehired","Ireland","Dublin","unemployment",NA,NA,90,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1983",NA,"06/02/1983","TBD"
"1377",1983-02-06,"Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"06/02/1983","TBD"
"1378",1983-02-06,"Sun","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"06/02/1983","TBD"
"1379",1983-02-07,"Mon","occupation","paper workers","firm","Clondarkin Paper Mills","demand to be rehired","Ireland","Dublin","unemployment",NA,NA,90,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1983",NA,"07/02/1983","TBD"
"1380",1983-02-07,"Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"07/02/1983","TBD"
"1381",1983-02-07,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"07/02/1983","TBD"
"1382",1983-02-08,"Tue","occupation","paper workers","firm","Clondarkin Paper Mills","demand to be rehired","Ireland","Dublin","unemployment",NA,NA,90,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1983",NA,"08/02/1983","TBD"
"1383",1983-02-08,"Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"08/02/1983","TBD"
"1384",1983-02-08,"Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"08/02/1983","TBD"
"1385",1983-02-09,"Wed","occupation","paper workers","firm","Clondarkin Paper Mills","demand to be rehired","Ireland","Dublin","unemployment",NA,NA,90,0,0,0,"N",0,0,0,678827,"Irish Times","10/02/1983",NA,"09/02/1983","TBD"
"1386",1983-02-09,"Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"09/02/1983","TBD"
"1387",1983-02-09,"Wed","ouster","mill workers","government","court","court order Ranks workers to leave","Ireland","Dublin","court order",NA,NA,0,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"09/02/1983","TBD"
"1388",1983-02-09,"Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"09/02/1983","TBD"
"1389",1983-02-10,"Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"10/02/1983","TBD"
"1390",1983-02-10,"Thu","arrest","mill workers","government","police","arrest 2 occupiers for defying court order","Ireland","Dublin","court order",NA,NA,2,2,0,0,"N",8,0,0,678827,"Irish Times","11/02/1983",NA,"10/02/1983","TBD"
"1391",1983-02-10,"Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"10/02/1983","TBD"
"1392",1983-02-11,"Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,12,0,0,0,"N",0,0,0,678827,"Irish Times","11/02/1983",NA,"11/02/1983","TBD"
"1393",1983-02-11,"Fri","arrest","mill workers","government","police","arrest 3 occupiers for defying court order","Ireland","Dublin","court order",NA,NA,3,3,0,0,"N",8,0,0,678827,"Irish Independent","12/02/1983",NA,"11/02/1983","TBD"
"1394",1983-02-11,"Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"11/02/1983","TBD"
"1395",1983-02-12,"Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","17/02/1983",NA,"12/02/1983","TBD"
"1396",1983-02-12,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"12/02/1983","TBD"
"1397",1983-02-13,"Sun","hunger strike","PIRA prisoners","government","prison","hunger strike against strip searches","Ireland","Limerick","prison reform",NA,NA,16,0,0,0,"N",0,0,0,30001,"Reuters","14/02/1983",NA,"13/02/1983","TBD"
"1398",1983-02-13,"Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","17/02/1983",NA,"13/02/1983","TBD"
"1399",1983-02-14,"Mon","hunger strike","PIRA prisoners","government","prison","hunger strike against strip searches","Ireland","Limerick","prison reform",NA,NA,16,0,0,0,"N",0,0,0,30001,"Reuters","14/02/1983",NA,"14/02/1983","TBD"
"1400",1983-02-14,"Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","17/02/1983",NA,"14/02/1983","TBD"
"1401",1983-02-14,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"14/02/1983","TBD"
"1402",1983-02-15,"Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","17/02/1983",NA,"15/02/1983","TBD"
"1403",1983-02-15,"Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"15/02/1983","TBD"
"1404",1983-02-16,"Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","17/02/1983",NA,"16/02/1983","TBD"
"1405",1983-02-16,"Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"16/02/1983","TBD"
"1406",1983-02-17,"Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","17/02/1983",NA,"17/02/1983","TBD"
"1407",1983-02-17,"Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"17/02/1983","TBD"
"1408",1983-02-18,"Fri","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"18/02/1983","TBD"
"1409",1983-02-18,"Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"18/02/1983","TBD"
"1410",1983-02-19,"Sat","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"19/02/1983","TBD"
"1411",1983-02-19,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"19/02/1983","TBD"
"1412",1983-02-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/02/1983","TBD"
"1413",1983-02-21,"Mon","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"21/02/1983","TBD"
"1414",1983-02-21,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"21/02/1983","TBD"
"1415",1983-02-22,"Tue","strike","dock workers","government","court","strike against jailing of Ranks occupying workers","Ireland","Dublin","worker rights","10/02/1983","4 hours",400,0,0,0,"N",0,0,0,678827,"Irish Independent","23/02/1983",NA,"22/02/1983","TBD"
"1416",1983-02-22,"Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"22/02/1983","TBD"
"1417",1983-02-23,"Wed","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"23/02/1983","TBD"
"1418",1983-02-23,"Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"23/02/1983","TBD"
"1419",1983-02-24,"Thu","demonstration","retail workers","labor union",NA,"against a full picket of Dunnes's Store","Ireland","Cork","worker rights","03/02/1983",NA,200,0,0,0,"N",0,0,0,678827,"Irish Times","25/02/1983",NA,"24/02/1983","TBD"
"1420",1983-02-24,"Thu","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"24/02/1983","TBD"
"1421",1983-02-24,"Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"24/02/1983","TBD"
"1422",1983-02-25,"Fri","demonstration","mill workers","government","court","march to jail in support of Ranks workers","Ireland","Dublin","worker rights","10/02/1983",NA,400,0,0,0,"N",0,0,0,678827,"Irish Times","26/02/1983",NA,"25/02/1983","TBD"
"1423",1983-02-25,"Fri","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"25/02/1983","TBD"
"1424",1983-02-25,"Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"25/02/1983","TBD"
"1425",1983-02-26,"Sat","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"26/02/1983","TBD"
"1426",1983-02-26,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"26/02/1983","TBD"
"1427",1983-02-27,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/02/1983","TBD"
"1428",1983-02-28,"Mon","accede","mill workers","government",NA,"Ranks workers are freed","Ireland","Dublin","accede","25/02/1983",NA,0,0,0,0,"N",0,0,0,678827,"Irish Times","01/03/1983",NA,"28/02/1983","TBD"
"1429",1983-02-28,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"28/02/1983","TBD"
"1430",1983-03-01,"Tue","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","02/03/1983",NA,"01/03/1983","TBD"
"1431",1983-03-01,"Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"01/03/1983","TBD"
"1432",1983-03-01,"Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"01/03/1983","TBD"
"1433",1983-03-02,"Wed","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","04/03/1983",NA,"02/03/1983","TBD"
"1434",1983-03-02,"Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"02/03/1983","TBD"
"1435",1983-03-02,"Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"02/03/1983","TBD"
"1436",1983-03-03,"Thu","strike","retail workers","firm","Dunnes Stores","strike for higher pay","Ireland","Cork","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","04/03/1983",NA,"03/03/1983","TBD"
"1437",1983-03-03,"Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"03/03/1983","TBD"
"1438",1983-03-04,"Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"04/03/1983","TBD"
"1439",1983-03-04,"Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"04/03/1983","TBD"
"1440",1983-03-05,"Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"05/03/1983","TBD"
"1441",1983-03-05,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"05/03/1983","TBD"
"1442",1983-03-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/03/1983","TBD"
"1443",1983-03-07,"Mon","strike","journalists","firm","Longford Leader","protest firing of photographer","Ireland","Longford","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Independent","08/03/1983",NA,"07/03/1983","TBD"
"1444",1983-03-07,"Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"07/03/1983","TBD"
"1445",1983-03-07,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"07/03/1983","TBD"
"1446",1983-03-08,"Tue","strike","journalists","firm","Longford Leader","protest firing of photographer","Ireland","Longford","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Independent","09/03/1983",NA,"08/03/1983","TBD"
"1447",1983-03-08,"Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"08/03/1983","TBD"
"1448",1983-03-08,"Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"08/03/1983","TBD"
"1449",1983-03-09,"Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"09/03/1983","TBD"
"1450",1983-03-09,"Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"09/03/1983","TBD"
"1451",1983-03-10,"Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"10/03/1983","TBD"
"1452",1983-03-10,"Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"10/03/1983","TBD"
"1453",1983-03-11,"Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"11/03/1983","TBD"
"1454",1983-03-11,"Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"11/03/1983","TBD"
"1455",1983-03-12,"Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"12/03/1983","TBD"
"1456",1983-03-12,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"12/03/1983","TBD"
"1457",1983-03-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/03/1983","TBD"
"1458",1983-03-14,"Mon","demonstration","farmers","firm","Dunnes Stores","claim Dunnes sell potatoes below farm cost","Ireland","Cork","farm prices",NA,NA,20,0,0,0,"N",0,0,0,153000,"Irish Times","15/03/1983",NA,"14/03/1983","TBD"
"1459",1983-03-14,"Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"14/03/1983","TBD"
"1460",1983-03-14,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"14/03/1983","TBD"
"1461",1983-03-15,"Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"15/03/1983","TBD"
"1462",1983-03-15,"Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"15/03/1983","TBD"
"1463",1983-03-16,"Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"16/03/1983","TBD"
"1464",1983-03-16,"Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"16/03/1983","TBD"
"1465",1983-03-17,"Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"17/03/1983","TBD"
"1466",1983-03-17,"Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"17/03/1983","TBD"
"1467",1983-03-18,"Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"18/03/1983","TBD"
"1468",1983-03-18,"Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"18/03/1983","TBD"
"1469",1983-03-19,"Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"19/03/1983","TBD"
"1470",1983-03-19,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"19/03/1983","TBD"
"1471",1983-03-20,"Sun","strike","airline workers","firm","Air Lingus","walk out in support of suspended colleagues","Ireland","Dublin","worker rights",NA,NA,40,0,0,0,"N",0,0,0,678827,"Irish Times","21/03/1983",NA,"20/03/1983","TBD"
"1472",1983-03-21,"Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"21/03/1983","TBD"
"1473",1983-03-21,"Mon","strike","airline workers","firm","Air Lingus","walk out in support of suspended colleagues","Ireland","Dublin","worker rights",NA,NA,40,0,0,0,"N",0,0,0,678827,"Irish Independent","22/03/1983",NA,"21/03/1983","TBD"
"1474",1983-03-21,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"21/03/1983","TBD"
"1475",1983-03-22,"Tue","demonstration","auto repair workers","government",NA,"demand lower VAT tax","Ireland","Dublin","tax protest",NA,NA,301,0,0,0,"N",0,0,0,678827,"Economist","26/03/1983",NA,"22/03/1983","TBD"
"1476",1983-03-22,"Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"22/03/1983","TBD"
"1477",1983-03-22,"Tue","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"22/03/1983","TBD"
"1478",1983-03-23,"Wed","boycott","glass workers","government",NA,"Waterford Glass workers withhold taxes to protest regressive system","Ireland","Waterford","tax protest",NA,NA,2000,0,0,0,"N",0,0,0,678827,"Irish Independent","24/03/1983",NA,"23/03/1983","TBD"
"1479",1983-03-23,"Wed","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"23/03/1983","TBD"
"1480",1983-03-23,"Wed","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"23/03/1983","TBD"
"1481",1983-03-24,"Thu","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"24/03/1983","TBD"
"1482",1983-03-24,"Thu","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"24/03/1983","TBD"
"1483",1983-03-25,"Fri","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"25/03/1983","TBD"
"1484",1983-03-25,"Fri","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"25/03/1983","TBD"
"1485",1983-03-26,"Sat","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","28/03/1983",NA,"26/03/1983","TBD"
"1486",1983-03-26,"Sat","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"26/03/1983","TBD"
"1487",1983-03-27,"Sun","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA,"27/03/1983","TBD"
"1488",1983-03-28,"Mon","strike","bus drivers","government",NA,"strike for higher pay","Ireland","Ireland","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Times","29/03/1983",NA,"28/03/1983","TBD"
"1489",1983-03-28,"Mon","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA,"28/03/1983","TBD"
"1490",1983-03-28,"Mon","strike","bakers","firm","W&R Jacobs","strike for higher pay","Ireland","Tallaghnt","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Independent","11/05/1983",NA,"28/03/1983","TBD"
"1491",1983-03-29,"Tue","occupation","mill workers","firm","Ranks","laid-off workers demand pension rights","Ireland","Dublin","pension rights",NA,NA,14,0,0,0,"N",0,0,0,678827,"Irish Times","21/04/1983",NA,"29/03/1983","TBD"
